name,gender,IPA,IPA_stress,counts,n_syllables
Michael,M,'maɪ kəl,10,67583,2
Jennifer,F,'ʤɛ nʌ fɛː,100,63112,3
Jason,M,'ʤeɪ sən,10,54776,2
Christopher,M,'krɪ stə fɛː,100,48610,3
David,M,'deɪ vɪd,10,41811,2
James,M,'ʤeɪmz,1,41353,1
John,M,'ʤɑn,1,37640,1
Robert,M,'rɑ bɛːt,10,37038,2
Brian,M,'braɪ ən,10,34465,2
Amy,F,'eɪ miː,10,29564,2
Matthew,M,'mæ θjuː,10,27224,2
William,M,'wɪl jəm,10,26993,2
Michelle,F,mɪ 'ʃɛl,01,25827,2
Daniel,M,'dæ njəl,10,23842,2
Heather,F,'hɛ ðɛː,10,23182,2
Angela,F,'æn ʤə lə,100,22801,3
Kimberly,F,'kɪm bɛː liː,100,22420,3
Melissa,F,mə 'lɪ sə,010,22165,3
Joseph,M,'ʤoʊ səf,10,21838,2
Eric,M,'ɛ rɪk,10,20191,2
Lisa,F,'liː sə,10,19776,2
Kevin,M,'kɛ vɪn,10,19472,2
Jeffrey,M,'ʤɛ friː,10,19327,2
Mark,M,'mɑrk,1,18916,1
Richard,M,'rɪ ʧɛːd,10,18647,2
Scott,M,'skɑt,1,18042,1
Steven,M,'stiː vən,10,17678,2
Thomas,M,'tɑ məs,10,17286,2
Stephanie,F,'stɛ fə niː,100,16981,3
Anthony,M,'æn θə niː,100,16393,3
Timothy,M,'tɪ mə θiː,100,15893,3
Rebecca,F,rə 'bɛ kə,010,15166,3
Charles,M,'ʧɑrlz,1,15153,1
Jeremy,M,'ʤɛ rə miː,100,13301,3
Ryan,M,'raɪ ən,10,13188,2
Nicole,F,nɪ 'koʊl,01,13116,2
Chad,M,'ʧæd,1,12799,1
Paul,M,'pɔːl,1,12320,1
Elizabeth,F,ɪ 'lɪ zʌ bəθ,0100,12259,4
Andrew,M,'æn druː,10,11784,2
Mary,F,'mɛ riː,10,11738,2
Joshua,M,'ʤɑ ʃuː ə,100,11599,3
Shawn,M,'ʃɔːn,1,11445,1
Julie,F,'ʤuː liː,10,11359,2
Christina,F,krɪ 'stiː nʌ,010,10849,3
Kelly,F,'kɛ liː,10,10846,2
Gregory,M,'grɛ gɛː iː,100,10834,3
Jessica,F,'ʤɛ sɪ kə,100,10654,3
Shannon,F,'ʃæ nən,10,10609,2
Aaron,M,'ɛ rən,10,10510,2
Jonathan,M,'ʤɑ nʌ θʌn,100,10237,3
Kenneth,M,'kɛ nɪθ,10,10147,2
Stephen,M,'stiː vən,10,10117,2
