name,gender,IPA,IPA_stress,counts,n_syllables
Jacob,M,'ʤeɪ kəb,10,30568,2
Michael,M,'maɪ kəl,10,28246,2
Joshua,M,'ʤɑ ʃuː ə,100,25986,3
Matthew,M,'mæ θjuː,10,25151,2
Emily,F,'ɛ mɪ liː,100,24463,3
Ethan,M,'iː θʌn,10,22108,2
Andrew,M,'æn druː,10,22017,2
Joseph,M,'ʤoʊ səf,10,21891,2
Madison,F,'mæ də sən,100,21773,3
Christopher,M,'krɪ stə fɛː,100,21681,3
Nicholas,M,'nɪ kə ləs,100,21389,3
Daniel,M,'dæ njəl,10,21315,2
William,M,'wɪl jəm,10,20122,2
Anthony,M,'æn θə niː,100,19584,3
Hannah,F,'hæ nʌ,10,18819,2
David,M,'deɪ vɪd,10,18671,2
Tyler,M,'taɪ lɛː,10,18264,2
Alexander,M,`æ ləg 'zæn dɛː,1010,17713,4
Ryan,M,'raɪ ən,10,17659,2
John,M,'ʤɑn,1,17446,1
James,M,'ʤeɪmz,1,16957,1
Zachary,M,'zæ kɛː iː,100,16622,3
Emma,F,'ɛ mə,10,16538,2
Brandon,M,'bræn dən,10,16274,2
Alexis,F,ə 'lɛk sɪs,010,15636,3
Jonathan,M,'ʤɑ nʌ θʌn,100,15509,3
Ashley,F,'æ ʃliː,10,15342,2
Abigail,F,'æ bə `geɪl,101,15297,3
Justin,M,'ʤə stən,10,14902,2
Dylan,M,'dɪ lən,10,14819,2
Sarah,F,'sɛ rə,10,14758,2
Samantha,F,sə 'mæn θə,010,14662,3
Olivia,F,oʊ 'lɪ viː ə,0100,14630,4
Elizabeth,F,ɪ 'lɪ zʌ bəθ,0100,14600,4
Christian,M,'krɪs ʧən,10,14591,2
Samuel,M,'sæ mjuːl,10,14559,2
Austin,M,'ɔː stən,10,14537,2
Benjamin,M,'bɛn ʤə mən,100,13478,3
Nathan,M,'neɪ θʌn,10,13220,2
Logan,M,'loʊ gən,10,12971,2
Jose,M,`hoʊ 'zeɪ,11,12861,2
Alyssa,F,ə 'lɪ sə,010,12844,3
Lauren,F,'lɔː rən,10,12323,2
Isabella,F,`ɪ zʌ 'bɛ lə,1010,12166,4
Noah,M,'noʊ ə,10,12066,2
Grace,F,'greɪs,1,12056,1
Gabriel,M,'geɪ briː əl,100,12052,3
Kevin,M,'kɛ vɪn,10,12043,2
Robert,M,'rɑ bɛːt,10,12024,2
Jessica,F,'ʤɛ sɪ kə,100,11913,3
Caleb,M,'keɪ ləb,10,11657,2
Brianna,F,briː 'æ nʌ,010,11519,3
Taylor,F,'teɪ lɛː,10,11467,2
Kayla,F,'keɪ lə,10,11310,2
Thomas,M,'tɑ məs,10,11291,2
Jordan,M,'ʤɔːr dən,10,11147,2
Hunter,M,'hən tɛː,10,11083,2
Anna,F,'æ nʌ,10,10385,2
Cameron,M,'kæ mɛː ən,100,10336,3
Kyle,M,'kaɪl,1,10062,1
Elijah,M,ɛ 'laɪ ʤə,010,10050,3
Jason,M,'ʤeɪ sən,10,9954,2
Victoria,F,vɪk 'tɔː riː ə,0100,9782,4
