name,gender,IPA,IPA_stress,counts,n_syllables
Michael,M,'maɪ kəl,10,85037,2
David,M,'deɪ vɪd,10,81320,2
John,M,'ʤɑn,1,78437,1
James,M,'ʤeɪmz,1,72557,1
Robert,M,'rɑ bɛːt,10,70203,2
Mark,M,'mɑrk,1,53503,1
Lisa,F,'liː sə,10,46080,2
William,M,'wɪl jəm,10,44858,2
Mary,F,'mɛ riː,10,43488,2
Richard,M,'rɪ ʧɛːd,10,39409,2
Thomas,M,'tɑ məs,10,36524,2
Susan,F,'suː zən,10,35744,2
Karen,F,'kɛ rən,10,35185,2
Jeffrey,M,'ʤɛ friː,10,33523,2
Linda,F,'lɪn də,10,31466,2
Scott,M,'skɑt,1,30707,1
Steven,M,'stiː vən,10,30692,2
Joseph,M,'ʤoʊ səf,10,30083,2
Kevin,M,'kɛ vɪn,10,28351,2
Charles,M,'ʧɑrlz,1,27590,1
Timothy,M,'tɪ mə θiː,100,27088,3
Patricia,F,pə 'trɪ ʃə,010,26537,3
Donna,F,'dɑ nʌ,10,25725,2
Daniel,M,'dæ njəl,10,25546,2
Kenneth,M,'kɛ nɪθ,10,25234,2
Cynthia,F,'sɪn θiː ə,100,24023,3
Paul,M,'pɔːl,1,23803,1
Brian,M,'braɪ ən,10,23244,2
Deborah,F,'dɛ bɛː ə,100,22897,3
Sandra,F,'sæn drə,10,22417,2
Lori,F,'lɔː riː,10,22386,2
Gregory,M,'grɛ gɛː iː,100,21964,3
Brenda,F,'brɛn də,10,21275,2
Pamela,F,'pæ mə lə,100,21271,3
Gary,M,'gɛ riː,10,20891,2
Barbara,F,'bɑr bɛː ə,100,20644,3
Debra,F,'dɛ brə,10,20596,2
Donald,M,'dɑ nəld,10,20422,2
Kimberly,F,'kɪm bɛː liː,100,20363,3
Anthony,M,'æn θə niː,100,20105,3
Ronald,M,'rɑ nəld,10,19975,2
Sharon,F,'ʃæ rən,10,19633,2
Teresa,F,tɛː 'iː sə,010,18514,3
Nancy,F,'næn siː,10,18028,2
Elizabeth,F,ɪ 'lɪ zʌ bəθ,0100,17801,4
Christopher,M,'krɪ stə fɛː,100,17524,3
Laura,F,'lɔː rə,10,17493,2
Julie,F,'ʤuː liː,10,17087,2
Tammy,F,'tæ miː,10,16749,2
Cheryl,F,'ʃɛ rəl,10,16586,2
Douglas,M,'də gləs,10,15916,2
Stephen,M,'stiː vən,10,15623,2
Edward,M,'ɛ dwɛːd,10,15524,2
Robin,F,'rɑ bən,10,15128,2
Diane,F,daɪ 'æn,01,14818,2
Kathy,F,'kæ θiː,10,14758,2
Carol,F,'kæ rəl,10,14520,2
Kathleen,F,kæθ 'liːn,01,14190,2
Denise,F,dɪ 'niːs,01,13979,2
Michelle,F,mɪ 'ʃɛl,01,13357,2
Debbie,F,'dɛ biː,10,13100,2
Tina,F,'tiː nʌ,10,12782,2
Todd,M,'tɑd,1,12746,1
Larry,M,'lɛ riː,10,12710,2
George,M,'ʤɔːrʤ,1,12553,1
Eric,M,'ɛ rɪk,10,12356,2
Cindy,F,'sɪn diː,10,12298,2
Terry,M,'tɛ riː,10,12298,2
Janet,F,'ʤæ nət,10,12254,2
Randy,M,'ræn diː,10,11849,2
Angela,F,'æn ʤə lə,100,11659,3
Kim,F,'kɪm,1,11654,1
Keith,M,'kiːθ,1,11619,1
Kelly,F,'kɛ liː,10,11528,2
Christine,F,krɪ 'stiːn,01,11196,2
Theresa,F,tɛː 'iː sə,010,11056,3
Jennifer,F,'ʤɛ nʌ fɛː,100,10981,3
Laurie,F,'lɔː riː,10,10676,2
Dennis,M,'dɛ nɪs,10,10622,2
Jerry,M,'ʤɛ riː,10,10579,2
Mike,M,'maɪk,1,10527,1
Patrick,M,'pæ trɪk,10,10490,2
Margaret,F,'mɑr gɛː ɪt,100,10076,3
Bruce,M,'bruːs,1,10040,1
Jacqueline,F,'ʤæ kwə lɪn,100,9829,3
Rhonda,F,'rɑn də,10,9802,2
Frank,M,'fræŋk,1,9755,1
Carolyn,F,'kɛ rə lɪn,100,9692,3
Peter,M,'piː tɛː,10,9583,2
Jeff,M,'ʤɛf,1,9427,1
Rebecca,F,rə 'bɛ kə,010,9407,3
Jeffery,M,'ʤɛ fɛː iː,100,9272,3
Sherry,F,'ʃɛ riː,10,9225,2
Steve,M,'stiːv,1,9163,1
Maria,F,mɛː 'iː ə,010,9085,3
Roger,M,'rɑ ʤɛː,10,9072,2
Raymond,M,'reɪ mənd,10,9066,2
Dawn,F,'dɔːn,1,8981,1
Connie,F,'kɔː niː,10,8882,2
Sheila,F,'ʃiː lə,10,8779,2
Andrew,M,'æn druː,10,8703,2
Catherine,F,'kæ θɛː ən,100,8702,3
Ricky,M,'rɪ kiː,10,8692,2
Craig,M,'kreɪg,1,8541,1
Terri,F,'tɛ riː,10,8435,2
Tracy,F,'treɪ siː,10,8307,2
Tony,M,'toʊ niː,10,8194,2
Ann,F,'æn,1,8123,1
Diana,F,daɪ 'æ nʌ,010,7843,3
Janice,F,'ʤæ nəs,10,7819,2
Alan,M,'æ lən,10,7712,2
Danny,M,'dæ niː,10,7642,2
Michele,F,mɪ 'ʃɛl,01,7429,2
Glenn,M,'glɛn,1,7357,1
Matthew,M,'mæ θjuː,10,7289,2
Paula,F,'pɔː lə,10,7193,2
Amy,F,'eɪ miː,10,7182,2
Cathy,F,'kæ θiː,10,7148,2
Judy,F,'ʤuː diː,10,7060,2
Russell,M,'rə səl,10,7040,2
Wendy,F,'wɛn diː,10,6980,2
Carl,M,'kɑrl,1,6855,1
Suzanne,F,suː 'zæn,01,6855,2
Chris,M,'krɪs,1,6786,1
Joe,M,'ʤoʊ,1,6782,1
Barry,M,'bæ riː,10,6579,2
Beth,F,'bɛθ,1,6423,1
Dale,M,'deɪl,1,6368,1
Valerie,F,'væ lɛː iː,100,6334,3
Wayne,M,'weɪn,1,6320,1
Melissa,F,mə 'lɪ sə,010,6310,3
Stephanie,F,'stɛ fə niː,100,6264,3
Beverly,F,'bɛ vɛː liː,100,6263,3
Gerald,M,'ʤɛ rəld,10,6233,2
Randall,M,'ræn dəl,10,6230,2
Lynn,F,'lɪn,1,6217,1
Jill,F,'ʤɪl,1,6170,1
Vincent,M,'vɪn sənt,10,6157,2
Jane,F,'ʤeɪn,1,6115,1
Joyce,F,'ʤɔɪs,1,6093,1
Annette,F,ə 'nɛt,01,6075,2
Troy,M,'trɔɪ,1,6043,1
Renee,F,rə 'neɪ,01,6015,2
Wanda,F,'wɑn də,10,6009,2
Phillip,M,'fɪ lɪp,10,5887,2
Carla,F,'kɑr lə,10,5818,2
Bonnie,F,'bɑ niː,10,5812,2
Leslie,F,'lɛ sliː,10,5784,2
Johnny,M,'ʤɑ niː,10,5779,2
Lawrence,M,'lɔː rəns,10,5619,2
Tim,M,'tɪm,1,5591,1
Billy,M,'bɪ liː,10,5585,2
Curtis,M,'kɛː təs,10,5574,2
Martin,M,'mɑr tən,10,5541,2
Jimmy,M,'ʤɪ miː,10,5521,2
Anita,F,ə 'niː tʌ,010,5516,3
Rodney,M,'rɑd niː,10,5441,2
Greg,M,'grɛg,1,5367,1
Sherri,F,'ʃɛ riː,10,5362,2
Bobby,M,'bɑ biː,10,5321,2
Walter,M,'wɔːl tɛː,10,5278,2
Katherine,F,'kæ θɛː ɪn,100,5272,3
Anne,F,'æn,1,5270,1
Vicki,F,'vɪ kiː,10,5205,2
Judith,F,'ʤuː dəθ,10,5183,2
Martha,F,'mɑr θə,10,5162,2
Jay,M,'ʤeɪ,1,5156,1
Kathryn,F,'kæ θrɪn,10,5108,2
Darlene,F,'dɑr `liːn,11,5106,2
Gloria,F,'glɔː riː ə,100,5104,3
Philip,M,'fɪ ləp,10,5070,2
Penny,F,'pɛ niː,10,5001,2
Regina,F,rɪ 'ʤiː nʌ,010,5000,3
Bryan,M,'braɪ ən,10,4992,2
